Roll_no,Name,MST1,MST2,MST3,Best of 2,No. of Failed Attempts
46,Ishaan Tripathi,91,76,51,83.5,0
47,Tarini Bhalla,88,89,93,91,0
48,Shray Sankaran,61,80,68,74,0
49,Faiyaz Saini,94,82,0,88,1
50,Hridaan Hora,94,45,22,69.5,1
51,Ryan Chadha,30,29,57,43.5,2
52,Mahika Khosla,15,15,17,16,3
53,Raunak Kala,93,96,56,94.5,0
54,Anaya Yohannan,25,20,8,22.5,3
55,Sahil Handa,93,34,49,71,1
56,Drishya Jani,45,57,6,51,1
57,Miraya Bajaj,35,65,33,50,2
58,Miraya Chowdhury,88,33,92,90,1
59,Ehsaan Bahl,82,42,40,62,0
60,Armaan Khare,61,53,61,61,0
61,Veer Ratti,18,35,52,43.5,2
62,Kiara Ram,86,39,29,62.5,2
63,Ishaan Deep,92,5,32,62,2
64,Baiju Kapur,90,65,87,88.5,0
65,Romil Ram,50,27,23,38.5,2
66,Nitara Lanka,32,69,1,50.5,2
67,Kabir Balakrishnan,66,87,95,91,0
68,Parinaaz Gulati,82,89,40,85.5,0
69,Anvi Bandi,62,59,37,60.5,1
70,Mahika Sankaran,79,58,24,68.5,1
71,Nirvaan Dasgupta,51,16,8,33.5,2
72,Aaina Ganesan,81,71,35,76,1
73,Sumer D’Alia,62,78,41,70,0
74,Darshit Setty,75,69,0,72,1
75,Pihu Krish,40,89,85,87,0
76,Anya Lala,99,0,82,90.5,1
77,Suhana Wali,42,91,44,67.5,0
78,Prisha Gour,99,73,22,86,1
79,Zoya Dara,29,48,72,60,1
80,Zeeshan Mangal,4,86,52,69,1
81,Lakshay Gaba,32,17,81,56.5,2
82,Vardaniya Tara,12,87,31,59,2
83,Akarsh Bhat,94,67,95,94.5,0
84,Raunak Chanda,44,77,46,61.5,0
85,Anaya Bala,96,57,71,83.5,0
86,Yashvi Sule,85,60,56,72.5,0
87,Dhanush Singhal,44,28,76,60,1
88,Dhanush Chander,63,36,75,69,1
89,Ahana  Babu,93,93,53,93,0
90,Myra Soman,85,64,68,76.5,0
91,Zara Vyas,42,61,100,80.5,0
92,Indrans Brar,72,56,94,83,0
93,Emir Kumer,75,100,62,87.5,0
94,Tushar Seshadri,71,21,19,46,2
95,Ivan Samra,3,46,51,48.5,1
96,Oorja Bhattacharyya,54,84,8,69,1
97,Neelofar Vohra,15,3,10,12.5,3
98,Vidur Tandon,48,96,83,89.5,0
99,Charvi Seth,6,88,36,62,2
100,Samar Bhasin,20,38,100,69,2
101,Elakshi Kaur,70,16,92,81,1
102,Saira Comar,31,81,61,71,1
103,Nitya Sunder,28,43,32,37.5,2
104,Ranbir Gaba,7,82,89,85.5,1
105,Himmat Wadhwa,24,29,65,47,2
106,Heer Dugar,81,95,69,88,0
107,Arnav Date,31,60,63,61.5,1
108,Hansh Sarkar,3,84,45,64.5,1
109,Biju Sarraf,44,68,5,56,1
110,Aarna Jha,53,61,86,73.5,0
111,Fateh Varughese,43,6,85,64,1
112,Riya Mandal,57,69,70,69.5,0
113,Tushar Mangat,94,42,8,68,1
114,Mannat D’Alia,65,55,13,60,1
115,Kiara Mahajan,26,39,16,32.5,3
116,Eshani Bajaj,42,86,39,64,1
117,Ehsaan Das,66,80,73,76.5,0
118,Ishita Bassi,49,25,36,42.5,2
119,Oorja Vohra,69,89,70,79.5,0
120,Veer Kata,45,17,4,31,2
121,Ojas Raj,84,85,7,84.5,1
122,Gatik Doctor,38,4,9,23.5,3
123,Indrajit Ghosh,14,94,39,66.5,2
124,Mamooty Ganesan,80,15,98,89,1
125,Yuvraj  Bhatt,42,72,67,69.5,0
126,Aaina Dara,68,89,57,78.5,0
127,Raghav Dass,96,73,94,95,0
128,Nayantara Batta,88,21,42,65,1
129,Devansh Dewan,92,77,82,87,0
130,Samiha Swamy,62,95,97,96,0
131,Jayesh Goyal,32,77,28,54.5,2
132,Alisha Sura,35,33,11,34,3
133,Pihu Agarwal,60,43,23,51.5,1
134,Vivaan Borra,56,26,15,41,2
135,Rohan Ahluwalia,11,38,64,51,2
136,Hridaan Karan,65,55,3,60,1
137,Samiha Bawa,52,96,79,87.5,0
138,Tarini Srinivas,22,35,33,34,3
139,Kabir Vasa,98,84,33,91,1
140,Sahil Kunda,30,57,98,77.5,1
141,Kaira Vig,89,73,66,81,0
142,Kiara Verma,96,60,96,96,0
143,Yakshit Baral,50,52,78,65,0
144,Arnav Iyengar,38,78,46,62,1
145,Biju Dutt,86,96,66,91,0
146,Tara Walla,4,10,88,49,2
147,Sahil Aggarwal,91,40,26,65.5,1
148,Zaina Sarraf,98,69,13,83.5,1
149,Anahita Kala,96,85,86,91,0
150,Umang Barman,72,32,43,57.5,1
151,Vihaan Bahl,93,53,69,81,0
152,Riya Jain,63,66,96,81,0
153,Adah Varty,62,17,53,57.5,1
154,Nishith Keer,29,99,72,85.5,1
155,Veer Ratti,14,88,47,67.5,1
156,Vivaan Bhatia,77,12,98,87.5,1
157,Saira Talwar,58,90,53,74,0
158,Emir Gopal,29,29,52,40.5,2
159,Fateh Dhingra,63,20,79,71,1
160,Rhea Sani,31,79,53,66,1
161,Vivaan Dora,23,74,48,61,1
162,Uthkarsh Keer,0,17,85,51,2
163,Anay Kale,86,47,42,66.5,0
164,Ahana  Gupta,37,9,51,44,2
165,Taran Korpal,5,30,46,38,2
166,Prerak Ganguly,87,36,86,86.5,1
167,Arnav Salvi,29,70,70,70,1
168,Aradhya Hans,49,5,61,55,1
169,Myra Ghosh,4,12,41,26.5,2
170,Tiya Upadhyay,54,91,96,93.5,0
171,Vivaan Yadav,57,80,24,68.5,1
172,Hazel Sanghvi,89,88,78,88.5,0
173,Oorja Chand,40,38,76,58,1
174,Saanvi Batta,46,87,93,90,0
175,Ishita Agate,95,93,83,94,0
176,Sahil Sangha,47,48,4,47.5,1
177,Vivaan Trivedi,10,11,21,16,3
178,Kanav Sarraf,56,38,29,47,2
179,Eva Choudhry,100,13,24,62,2
180,Anay Atwal,37,42,27,39.5,2
181,Hansh Tara,68,50,5,59,1
182,Dhruv Sandal,29,73,100,86.5,1
183,Purab Uppal,42,31,37,39.5,2
184,Ojas Choudhary,74,85,88,86.5,0
185,Aniruddh Singhal,41,22,86,63.5,1
186,Hansh Salvi,6,90,29,59.5,2
187,Vidur Walla,67,94,80,87,0
188,Zaina Dubey,6,19,66,42.5,2
189,Yasmin Date,15,34,44,39,2
190,Zoya Ranganathan,39,86,32,62.5,2
191,Baiju Agrawal,46,60,87,73.5,0
192,Anahita Kant,37,68,25,52.5,2
193,Lakshay Trivedi,73,33,42,57.5,1
194,Devansh Arya,67,80,69,74.5,0
195,Charvi Sachdev,31,61,51,56,1
196,Vanya Vala,77,51,47,64,0
197,Saksham Bose,58,53,25,55.5,1
198,Divyansh Lata,75,73,71,74,0
199,Anahi Mand,48,79,99,89,0
200,Anya Ganesh,98,85,26,91.5,1
201,Akarsh Sani,92,3,56,74,1
202,Ehsaan Deo,7,94,70,82,1
203,Yasmin Chahal,49,16,89,69,1
204,Taran Kumer,61,98,64,81,0
205,Ayesha Yadav,99,64,94,96.5,0
206,Vaibhav Gade,76,44,17,60,1
207,Aarav Ganguly,2,62,48,55,1
208,Sahil Tripathi,92,100,46,96,0
209,Krish Sarkar,37,53,22,45,2
210,Taimur Thakkar,56,68,51,62,0
211,Nirvi Sankaran,92,39,40,66,1
212,Vidur Sarraf,24,97,76,86.5,1
213,Renee Agarwal,55,37,53,54,1
214,Rhea Chander,3,65,95,80,1
215,Samar Anand,99,63,99,99,0
216,Anya Sahota,44,65,42,54.5,0
217,Vidur Dugar,45,50,52,51,0
218,Rati Bains,45,85,25,65,1
219,Ira Gola,52,7,49,50.5,1
220,Chirag Barad,57,17,87,72,1
221,Ela Kaur,0,19,86,52.5,2
222,Bhavin Swamy,77,64,38,70.5,1
223,Alia Banik,67,6,10,38.5,2
224,Pari Balakrishnan,53,57,95,76,0
225,Amira Arora,22,85,83,84,1
226,Bhavin Bose,16,12,92,54,2
227,Pihu Lata,25,48,17,36.5,2
228,Raghav Soman,59,33,5,46,2
229,Eshani Lall,96,84,38,90,1
230,Rati Bassi,67,52,61,64,0
231,Emir Sibal,19,12,66,42.5,2
232,Trisha Sane,40,92,7,66,1
233,Lavanya Edwin,87,2,24,55.5,2
234,Kiaan Hayre,39,80,35,59.5,2
235,Mishti Mand,49,51,16,50,1
236,Advik Sanghvi,63,65,84,74.5,0
237,Nayantara Subramanian,77,67,32,72,1
238,Aarush Sahota,10,69,56,62.5,1
239,Rania Dar,30,22,43,36.5,2
240,Uthkarsh Mandal,84,51,11,67.5,1
241,Ela Tata,46,18,16,32,2
242,Arnav Sankaran,43,40,86,64.5,0
243,Vivaan Aggarwal,5,49,41,45,1
244,Chirag Saxena,46,64,93,78.5,0
245,Shanaya Korpal,46,28,59,52.5,1
246,Siya Grewal,88,15,91,89.5,1
247,Reyansh Chawla,15,65,33,49,2
248,Hrishita Deshmukh,46,13,67,56.5,1
249,Riya Bhatia,7,39,7,23,3
250,Armaan Agrawal,90,48,57,73.5,0
251,Eva Master,84,74,43,79,0
252,Rania Loyal,40,83,73,78,0
253,Gatik Vala,70,24,11,47,2
254,Mishti Zacharia,33,62,53,57.5,1
255,Emir Sachar,50,4,32,41,2
256,Inaaya  Bhavsar,25,90,62,76,1
257,Divyansh Kaul,96,74,94,95,0
258,Shanaya Seshadri,65,75,19,70,1
259,Aarav Sengupta,100,20,89,94.5,1
260,Dhanuk Behl,71,25,6,48,2
261,Ivan Grewal,33,93,65,79,1
262,Samiha Kapoor,57,36,95,76,1
263,Kabir Ghose,34,50,13,42,2
264,Renee Vasa,17,16,27,22,3
265,Hunar Bal,2,45,92,68.5,1
266,Tejas Kale,79,41,82,80.5,0
267,Aradhya Agarwal,66,43,32,54.5,1
268,Baiju Arya,66,95,34,80.5,1
269,Nishith Soni,7,59,55,57,1
270,Taimur Keer,44,86,37,65,1
271,Nitya Anne,23,16,59,41,2
272,Saanvi Wable,91,50,52,71.5,0
273,Abram Kurian,40,34,22,37,2
274,Rohan Sangha,13,20,63,41.5,2
275,Saksham Sarna,91,33,90,90.5,1
276,Jayant Keer,88,85,41,86.5,0
277,Tiya Chopra,27,18,80,53.5,2
278,Adah Kar,98,71,67,84.5,0
279,Misha Gupta,29,74,36,55,2
280,Divij Choudhry,81,42,83,82,0
281,Jayesh Goswami,11,100,46,73,1
282,Kartik Mandal,21,54,35,44.5,2
283,Lakshay Deshpande,45,5,1,25,2
284,Vidur Babu,46,83,19,64.5,1
285,Seher Badal,42,25,41,41.5,1
286,Piya Virk,19,98,86,92,1
287,Amira Batta,100,87,76,93.5,0
288,Vidur Mangal,7,15,41,28,2
289,Mehul Grover,42,85,26,63.5,1
290,Aarush Sridhar,43,30,97,70,1
291,Ishita Biswas,18,2,99,58.5,2
292,Ishaan Bhandari,90,24,28,59,2
293,Nehmat Bakshi,13,20,52,36,2
294,Pihu Hayre,93,59,39,76,1
295,Akarsh Ranganathan,54,6,44,49,1
296,Ayesha Chhabra,34,95,57,76,1
297,Purab Cheema,98,22,39,68.5,2
298,Vedika Tandon,35,2,81,58,2
299,Aaryahi Chokshi,87,46,4,66.5,1
300,Saira Raju,41,64,57,60.5,0
301,Alisha Kant,40,43,23,41.5,1
302,Inaaya  Chadha,58,71,24,64.5,1
303,Nehmat Kulkarni,64,30,100,82,1
304,Samarth Bora,42,46,74,60,0
305,Vritika Sem,73,11,1,42,2
306,Nitara Salvi,3,75,40,57.5,1
307,Anika Dar,44,18,84,64,1
308,Darshit Sama,87,93,46,90,0
309,Aarna Mani,34,51,9,42.5,2
310,Suhana Rajan,43,9,59,51,1
311,Vidur Subramaniam,23,41,36,38.5,2
312,Abram Manda,31,49,64,56.5,1
313,Ritvik Hari,42,28,65,53.5,1
314,Anahita Mand,54,73,24,63.5,1
315,Mehul Bala,51,37,57,54,1
316,Vihaan Savant,64,53,38,58.5,1
317,Tanya Sarna,77,93,0,85,1
318,Shamik Toor,51,19,21,36,2
319,Samarth Sarraf,89,69,52,79,0
320,Shray Contractor,3,57,63,60,1
321,Miraan Gill,76,8,6,42,2
322,Lakshay Handa,7,99,93,96,1
323,Dhanush Manda,5,25,47,36,2
324,Yashvi Das,36,97,64,80.5,1
325,Vaibhav Jaggi,59,95,29,77,1
326,Uthkarsh Bhardwaj,94,85,75,89.5,0
327,Tara Kaur,82,10,9,46,2
328,Manikya Master,64,33,80,72,1
329,Armaan Salvi,30,65,8,47.5,2
330,Chirag Hari,55,28,95,75,1
331,Yuvraj  Ravi,5,45,90,67.5,1
332,Akarsh Kalita,98,49,21,73.5,1
333,Krish Dutta,3,93,74,83.5,1
334,Myra Wable,31,84,43,63.5,1
335,Shalv Golla,83,88,8,85.5,1
336,Advika Shenoy,5,25,16,20.5,3
337,Sara Mangal,0,63,41,52,1
338,Himmat Thaman,19,92,89,90.5,1
339,Nakul Warrior,55,57,40,56,0
340,Kabir Sharaf,22,90,59,74.5,1
341,Badal Dhingra,12,55,70,62.5,1
342,Prerak Ahluwalia,61,88,94,91,0
343,Ishita Dayal,84,14,98,91,1
344,Kashvi Guha,65,37,6,51,2
345,Mannat Kaur,0,31,69,50,2
346,Anahita Kakar,50,71,25,60.5,1
347,Purab Deo,0,47,64,55.5,1
348,Miraya Dora,34,48,65,56.5,1
349,Ojas Bawa,82,99,60,90.5,0
350,Shalv Chakrabarti,17,50,7,33.5,2
351,Miraya Reddy,54,32,17,43,2
352,Chirag Kapur,100,63,100,100,0
353,Miraan Mandal,63,8,27,45,2
354,Prerak Garde,84,0,92,88,1
355,Tarini Bansal,26,44,95,69.5,1
356,Amani Dhingra,34,17,22,28,3
357,Riya Raja,83,82,90,86.5,0
358,Nishith Edwin,57,4,50,53.5,1
359,Pihu Andra,36,45,60,52.5,1
360,Myra Tailor,9,77,18,47.5,2
361,Sana Mahal,27,1,75,51,2
362,Vedika Sant,13,31,42,36.5,2
363,Azad Savant,14,92,98,95,1
364,Rhea Kant,29,20,6,24.5,3
365,Yuvraj  Ravel,20,53,82,67.5,1
366,Sara Kakar,65,64,53,64.5,0
367,Eva Issac,23,22,94,58.5,2
368,Lakshit Sachar,32,79,69,74,1
369,Shlok Mammen,59,59,34,59,1
370,Aniruddh Kurian,21,31,27,29,3
371,Kiara Baral,59,57,28,58,1
372,Kabir Ramanathan,35,67,90,78.5,1
373,Indrans Agarwal,59,51,48,55,0
374,Dhruv Kade,10,88,53,70.5,1
375,Kartik Aurora,42,33,33,37.5,2
376,Stuvan Chauhan,61,23,99,80,1
377,Keya Tiwari,60,1,26,43,2
378,Nishith Chaudry,39,26,94,66.5,2
379,Ehsaan Mangal,57,59,11,58,1
380,Kismat Ganesan,69,44,36,56.5,1
381,Ishaan Korpal,82,9,6,45.5,2
382,Siya Mangal,80,66,38,73,1
383,Abram Wagle,63,49,17,56,1
384,Prisha Saini,43,51,43,47,0
385,Krish Bhagat,43,1,81,62,1
386,Krish Gill,15,98,67,82.5,1
387,Zoya Butala,29,61,21,45,2
388,Yasmin Madan,75,22,71,73,1
389,Nayantara Bal,61,56,83,72,0
390,Zaina Bedi,6,84,86,85,1
391,Arhaan Tank,52,34,31,43,2
392,Heer Deshpande,57,51,98,77.5,0
393,Zoya Soni,27,51,31,41,2
394,Ishaan Balasubramanian,61,17,86,73.5,1
395,Prerak Maharaj,14,70,25,47.5,2
396,Khushi Madan,21,90,30,60,2
397,Ivana Basu,8,23,0,15.5,3
398,Darshit Warrior,59,27,94,76.5,1
399,Charvi Bose,73,90,86,88,0
400,Samaira Suri,28,97,29,63,2
401,Emir Hegde,54,20,9,37,2
402,Indranil Iyer,18,31,13,24.5,3
403,Aaryahi Kurian,34,48,29,41,2
404,Kiara Deo,92,81,56,86.5,0
405,Divij Dhawan,60,48,69,64.5,0
406,Shanaya Dutt,83,39,61,72,1
407,Rati Chakraborty,52,58,96,77,0
408,Pranay Thakur,81,16,68,74.5,1
409,Divyansh Wali,39,51,73,62,1
410,Ela Sen,66,56,12,61,1
411,Shanaya Bala,4,36,45,40.5,2
412,Akarsh Chadha,96,18,50,73,1
413,Saira Sandal,39,37,84,61.5,2
414,Trisha Chahal,90,83,49,86.5,0
415,Siya Subramaniam,58,27,87,72.5,1
416,Alia Subramanian,18,5,66,42,2
417,Mahika Thakkar,84,68,57,76,0
418,Ishita Contractor,28,51,28,39.5,2
419,Purab Baria,29,39,30,34.5,3
420,Miraan Dua,18,38,66,52,2
421,Fateh Dara,63,28,29,46,2
422,Saanvi Venkataraman,98,85,24,91.5,1
423,Mishti Ramanathan,7,2,64,35.5,2
424,Neysa Bandi,3,50,26,38,2
425,Farhan Shroff,34,46,69,57.5,1
426,Yuvraj  Garg,46,1,13,29.5,2
427,Yasmin Lad,83,8,80,81.5,1
428,Hunar Keer,54,33,28,43.5,2
429,Ojas Tiwari,80,21,37,58.5,2
430,Gokul Thaker,87,92,32,89.5,1
431,Aarav Kakar,64,20,48,56,1
432,Zain Ramakrishnan,100,35,53,76.5,1
433,Shlok Gill,37,4,23,30,3
434,Samar Buch,33,35,41,38,2
435,Heer Badami,75,55,47,65,0
436,Divit Baria,90,87,63,88.5,0
437,Lavanya Balay,54,5,87,70.5,1
438,Vidur Kant,18,74,13,46,2
439,Sahil Sahota,19,50,86,68,1
440,Shlok Bajaj,28,45,87,66,1
441,Pari De,79,63,64,71.5,0
442,Myra Ratta,95,27,11,61,2
443,Charvi Kulkarni,81,11,82,81.5,1
444,Ahana  Sehgal,87,99,38,93,1
445,Darshit Bobal,98,63,84,91,0
446,Advika Goyal,50,5,60,55,1
447,Tara Khurana,82,86,78,84,0
448,Manikya Datta,23,12,51,37,2
449,Ela Sem,43,29,59,51,1
450,Heer Chopra,44,20,84,64,1
451,Tarini Mammen,11,6,14,12.5,3
452,Vritika Vasa,84,60,70,77,0
453,Vanya Shan,65,60,67,66,0
454,Tushar Tandon,17,89,26,57.5,2
455,Kashvi Kurian,91,72,35,81.5,1
456,Romil Dey,27,84,36,60,2
457,Rania Tandon,41,52,26,46.5,1
458,Neelofar Singh,91,27,81,86,1
459,Oorja Lad,16,81,27,54,2
460,Diya Ray,29,99,9,64,2
461,Tiya Khare,9,11,35,23,3
462,Ela Kurian,81,61,75,78,0
463,Jiya Majumdar,25,21,21,23,3
464,Jivika Sachdeva,63,38,18,50.5,2
465,Divit Bhagat,35,85,36,60.5,2
466,Gokul Verma,29,38,76,57,2
467,Adira Brahmbhatt,81,78,20,79.5,1
468,Anay Sandal,47,72,84,78,0
469,Aayush Gokhale,95,49,39,72,1
470,Saira Ram,69,75,58,72,0
471,Jivika Halder,97,15,81,89,1
472,Purab Deo,3,54,98,76,1
473,Amani Devi,9,36,48,42,2
474,Tarini Goyal,11,13,84,48.5,2
475,Piya Ravi,44,90,19,67,1
476,Ritvik Comar,23,13,69,46,2
477,Rasha Dugar,38,43,14,40.5,2
478,Indrajit Sathe,97,1,34,65.5,2
479,Ishaan Dass,35,21,71,53,2
480,Kabir Ramaswamy,55,91,88,89.5,0
481,Madhup Kibe,86,13,0,49.5,2
482,Divyansh Koshy,84,20,86,85,1
483,Tushar Mangal,50,69,85,77,0
484,Arnav Dave,92,32,59,75.5,1
485,Nitara Arora,45,58,46,52,0
486,Nitara Garg,28,56,83,69.5,1
487,Onkar Bhavsar,74,46,96,85,0
488,Anya Edwin,49,43,22,46,1
489,Hansh Dayal,9,33,58,45.5,2
490,Amani Mand,56,49,69,62.5,0
491,Kavya Ramakrishnan,45,17,35,40,2
492,Jivin Anne,59,26,98,78.5,1
493,Sana Kala,74,15,67,70.5,1
494,Manjari Din,3,90,27,58.5,2
495,Hiran Mangat,38,85,35,61.5,2
496,Samar Tripathi,72,46,82,77,0
497,Madhav Majumdar,82,86,96,91,0
498,Aayush Chana,7,66,83,74.5,1
499,Mahika Tak,47,84,82,83,0
500,Zaina Andra,11,37,88,62.5,2
501,Advika Chaudhuri,32,64,64,64,1
502,Neysa Saha,62,79,25,70.5,1
503,Vanya Shroff,87,84,9,85.5,1
504,Samiha Jain,79,36,25,57.5,2
505,Adira Shan,75,17,19,47,2
506,Nishith Sodhi,0,19,3,11,3
507,Alisha Hayre,38,39,58,48.5,2
508,Sara Jayaraman,94,35,18,64.5,2
509,Khushi Shukla,18,38,81,59.5,2
510,Faiyaz Lal,97,93,15,95,1
511,Aniruddh Garde,42,4,21,31.5,2
512,Adah Bhat,4,39,98,68.5,2
513,Anvi Chokshi,41,82,87,84.5,0
514,Ehsaan Goswami,59,42,75,67,0
515,Farhan Bhatia,84,35,86,85,1
516,Divit Kadakia,53,24,10,38.5,2
517,Anvi Gole,7,61,68,64.5,1
518,Kartik Deol,9,40,17,28.5,2
519,Nakul Babu,31,69,8,50,2
520,Vanya Kuruvilla,87,27,77,82,1
521,Kabir Bhatia,4,69,66,67.5,1
522,Arnav Rama,31,37,51,44,2
523,Anya Manda,53,74,46,63.5,0
524,Parinaaz Doctor,77,31,45,61,1
525,Rohan Chaudhari,76,16,75,75.5,1
526,Rhea Sarna,60,15,57,58.5,1
527,Yasmin Sibal,88,2,43,65.5,1
528,Inaaya  Sachdeva,45,98,1,71.5,1
529,Mohanlal Wagle,76,61,55,68.5,0
530,Himmat Choudhry,43,97,21,70,1
531,Nehmat Dyal,47,62,33,54.5,1
532,Farhan Chaudhuri,69,47,65,67,0
533,Anay Chaudry,69,15,56,62.5,1
534,Charvi Shukla,8,29,23,26,3
535,Vritika Bala,7,21,97,59,2
536,Pranay Mallick,69,55,30,62,1
537,Anay Thaker,17,15,14,16,3
538,Ivana Zachariah,83,50,93,88,0
539,Charvi Iyengar,98,88,36,93,1
540,Kiaan Jaggi,10,16,24,20,3
541,Siya Kulkarni,55,71,81,76,0
542,Jiya Sastry,95,27,98,96.5,1
543,Inaaya  Grover,72,83,11,77.5,1
544,Dhanuk Magar,96,73,49,84.5,0
545,Tara Bhardwaj,77,78,29,77.5,1
546,Jiya Bal,100,94,76,97,0
547,Hunar Kaul,36,4,96,66,2
548,Dharmajan Ratta,68,45,92,80,0
549,Shray Solanki,15,73,20,46.5,2
550,Lakshay Wagle,6,54,50,52,1
551,Damini Sarkar,7,65,71,68,1
552,Kabir Garg,96,3,64,80,1
553,Badal Upadhyay,79,10,31,55,2
554,Emir Keer,56,57,45,56.5,0
555,Priyansh Raj,47,37,3,42,2
556,Siya Aurora,37,80,43,61.5,1
557,Vritika Kapur,10,90,52,71,1
558,Chirag Sarraf,53,14,7,33.5,2
559,Veer Kulkarni,60,21,80,70,1
560,Akarsh Ganesan,4,11,85,48,2
561,Zaina Edwin,79,98,16,88.5,1
562,Shanaya Krishnan,29,79,54,66.5,1
563,Kimaya Loke,4,3,43,23.5,2
564,Bhamini Manda,18,19,41,30,2
565,Indranil Ramachandran,35,23,60,47.5,2
566,Fateh Keer,32,43,12,37.5,2
567,Elakshi Devan,94,10,71,82.5,1
568,Aayush Jani,4,80,45,62.5,1
569,Trisha Tak,12,100,63,81.5,1
570,Nirvi Ganguly,56,24,85,70.5,1
571,Sumer Desai,89,6,97,93,1
572,Nakul Tella,4,93,37,65,2
573,Saira Chadha,74,22,78,76,1
574,Nitara Rao,54,37,86,70,1
575,Ivan Tara,33,26,96,64.5,2
576,Aarush Bobal,51,8,62,56.5,1
577,Parinaaz Hayer,33,19,38,35.5,3
578,Rania Chaudhry,72,4,11,41.5,2
579,Bhamini Biswas,3,73,39,56,2
580,Ritvik Kota,23,95,62,78.5,1
581,Mannat Mammen,62,8,84,73,1
582,Pari Vasa,58,54,46,56,0
583,Kanav Manne,75,7,85,80,1
584,Raunak Sachdev,45,27,43,44,1
585,Jhanvi Seshadri,60,14,3,37,2
586,Myra Balan,87,34,54,70.5,1
587,Samarth Bora,74,60,72,73,0
588,Kavya Varghese,28,54,40,47,1
589,Hiran Dutt,78,60,70,74,0
590,Kaira Lala,48,79,34,63.5,1
591,Armaan Sastry,32,65,4,48.5,2
592,Vardaniya Kannan,77,55,70,73.5,0
593,Devansh Seshadri,0,100,85,92.5,1
594,Mannat Grewal,0,15,88,51.5,2
595,Purab Suresh,97,39,22,68,2
596,Mannat Sanghvi,35,15,81,58,2
597,Shaan Arora,6,73,58,65.5,1
598,Tejas Konda,96,51,65,80.5,0
599,Tiya Sengupta,79,14,47,63,1
600,Tejas Shah,32,24,4,28,3
601,Myra Suri,79,79,41,79,0
602,Adira Bawa,7,41,19,30,2
603,Nirvi Sawhney,13,4,60,36.5,2
604,Anaya Dubey,33,30,73,53,2
605,Siya Kata,100,81,37,90.5,1
606,Yakshit Sani,77,85,57,81,0
607,Rati Bir,34,20,52,43,2
608,Farhan Taneja,9,81,83,82,1
609,Umang Dugar,85,87,60,86,0
610,Piya Tailor,52,12,23,37.5,2
611,Samaira Madan,96,87,46,91.5,0
612,Tejas Bajwa,14,100,98,99,1
613,Vivaan Sengupta,39,1,45,42,2
614,Eshani Sachdeva,8,58,17,37.5,2
615,Jayan Tiwari,15,16,84,50,2
616,Abram Sarraf,55,26,43,49,1
617,Tara Garg,1,87,48,67.5,1
618,Khushi Rama,5,2,47,26,2
619,Dhanuk Kar,52,60,30,56,1
620,Aaina Sandhu,74,4,14,44,2
621,Eva Bhargava,59,72,83,77.5,0
622,Dishani Kuruvilla,35,23,29,32,3
623,Prerak Buch,96,37,0,66.5,2
624,Rati Mani,45,3,12,28.5,2
625,Elakshi Konda,84,34,28,59,2
626,Nishith Chakraborty,57,16,95,76,1
627,Urvi Gulati,34,1,6,20,3
628,Arnav Bal,90,99,64,94.5,0
629,Krish Chokshi,18,38,56,47,2
630,Tanya Sibal,33,13,29,31,3
631,Yuvaan Kara,46,53,26,49.5,1
632,Gokul Dayal,90,58,9,74,1
633,Jayant Varghese,20,81,57,69,1
