Roll_no,Name,MST1,MST2,MST3,Best of 2,No. of Failed Attempts
82,Vardaniya Tara,51,1,67,59,1
83,Akarsh Bhat,31,74,98,86,1
84,Raunak Chanda,87,4,31,59,2
85,Anaya Bala,38,48,92,70,1
86,Yashvi Sule,78,97,35,87.5,1
87,Dhanush Singhal,62,19,81,71.5,1
88,Dhanush Chander,67,68,17,67.5,1
89,Ahana  Babu,32,30,66,49,2
90,Myra Soman,30,71,28,50.5,2
91,Zara Vyas,47,86,56,71,0
92,Indrans Brar,58,46,67,62.5,0
93,Emir Kumer,8,0,29,18.5,3
94,Tushar Seshadri,75,20,17,47.5,2
95,Ivan Samra,27,8,86,56.5,2
96,Oorja Bhattacharyya,71,31,38,54.5,2
97,Neelofar Vohra,37,82,30,59.5,2
98,Vidur Tandon,73,79,69,76,0
99,Charvi Seth,27,31,36,33.5,3
100,Samar Bhasin,92,97,27,94.5,1
101,Elakshi Kaur,51,52,94,73,0
102,Saira Comar,20,91,95,93,1
103,Nitya Sunder,50,69,7,59.5,1
104,Ranbir Gaba,57,40,91,74,0
105,Himmat Wadhwa,60,11,63,61.5,1
106,Heer Dugar,21,89,57,73,1
107,Arnav Date,8,33,64,48.5,2
108,Hansh Sarkar,49,52,95,73.5,0
109,Biju Sarraf,3,58,60,59,1
110,Aarna Jha,96,57,57,76.5,0
111,Fateh Varughese,19,89,74,81.5,1
112,Riya Mandal,5,1,18,11.5,3
113,Tushar Mangat,33,88,38,63,2
114,Mannat D’Alia,0,29,94,61.5,2
115,Kiara Mahajan,3,49,40,44.5,1
116,Eshani Bajaj,5,3,38,21.5,3
117,Ehsaan Das,93,99,13,96,1
118,Ishita Bassi,6,78,46,62,1
119,Oorja Vohra,39,92,84,88,1
120,Veer Kata,67,27,78,72.5,1
121,Ojas Raj,70,26,19,48,2
122,Gatik Doctor,22,39,83,61,2
123,Indrajit Ghosh,33,8,20,26.5,3
124,Mamooty Ganesan,22,9,43,32.5,2
125,Yuvraj  Bhatt,6,79,0,42.5,2
126,Aaina Dara,64,24,30,47,2
127,Raghav Dass,37,53,49,51,1
128,Nayantara Batta,23,49,36,42.5,2
129,Devansh Dewan,77,1,1,39,2
130,Samiha Swamy,12,80,100,90,1
131,Jayesh Goyal,41,41,57,49,0
132,Alisha Sura,41,40,87,64,0
133,Pihu Agarwal,65,19,84,74.5,1
134,Vivaan Borra,42,48,70,59,0
135,Rohan Ahluwalia,50,85,5,67.5,1
136,Hridaan Karan,84,37,65,74.5,1
137,Samiha Bawa,56,51,77,66.5,0
138,Tarini Srinivas,18,34,16,26,3
139,Kabir Vasa,63,73,37,68,1
140,Sahil Kunda,99,33,84,91.5,1
141,Kaira Vig,66,58,15,62,1
142,Kiara Verma,1,93,48,70.5,1
143,Yakshit Baral,61,12,98,79.5,1
144,Arnav Iyengar,12,21,48,34.5,2
145,Biju Dutt,99,40,50,74.5,0
146,Tara Walla,75,74,14,74.5,1
147,Sahil Aggarwal,16,65,60,62.5,1
148,Zaina Sarraf,61,34,61,61,1
149,Anahita Kala,13,25,69,47,2
150,Umang Barman,98,1,92,95,1
151,Vihaan Bahl,47,85,65,75,0
152,Riya Jain,44,44,99,71.5,0
153,Adah Varty,45,71,99,85,0
154,Nishith Keer,85,99,22,92,1
155,Veer Ratti,93,32,63,78,1
156,Vivaan Bhatia,11,17,10,14,3
157,Saira Talwar,26,85,8,55.5,2
158,Emir Gopal,71,100,62,85.5,0
159,Fateh Dhingra,77,69,1,73,1
160,Rhea Sani,27,83,79,81,1
161,Vivaan Dora,74,82,75,78.5,0
162,Uthkarsh Keer,88,5,78,83,1
163,Anay Kale,55,94,82,88,0
164,Ahana  Gupta,38,71,55,63,1
165,Taran Korpal,13,53,32,42.5,2
166,Prerak Ganguly,87,61,8,74,1
167,Arnav Salvi,69,58,98,83.5,0
168,Aradhya Hans,18,91,80,85.5,1
169,Myra Ghosh,71,49,44,60,0
170,Tiya Upadhyay,63,69,58,66,0
171,Vivaan Yadav,73,80,34,76.5,1
172,Hazel Sanghvi,72,46,69,70.5,0
173,Oorja Chand,19,32,83,57.5,2
174,Saanvi Batta,5,33,0,19,3
175,Ishita Agate,9,70,13,41.5,2
176,Sahil Sangha,88,79,45,83.5,0
177,Vivaan Trivedi,72,90,81,85.5,0
178,Kanav Sarraf,82,87,25,84.5,1
179,Eva Choudhry,41,3,31,36,2
180,Anay Atwal,24,7,27,25.5,3
181,Hansh Tara,30,30,39,34.5,3
182,Dhruv Sandal,4,18,42,30,2
183,Purab Uppal,46,65,19,55.5,1
184,Ojas Choudhary,64,15,32,48,2
185,Aniruddh Singhal,16,17,28,22.5,3
186,Hansh Salvi,35,65,93,79,1
187,Vidur Walla,68,99,7,83.5,1
188,Zaina Dubey,49,83,99,91,0
189,Yasmin Date,54,0,30,42,2
190,Zoya Ranganathan,32,67,28,49.5,2
191,Baiju Agrawal,43,22,20,32.5,2
192,Anahita Kant,63,52,24,57.5,1
193,Lakshay Trivedi,55,6,9,32,2
194,Devansh Arya,59,31,18,45,2
195,Charvi Sachdev,88,70,68,79,0
196,Vanya Vala,3,33,37,35,3
197,Saksham Bose,7,94,24,59,2
198,Divyansh Lata,8,97,90,93.5,1
199,Anahi Mand,55,49,1,52,1
200,Anya Ganesh,8,16,12,14,3
201,Akarsh Sani,66,33,76,71,1
202,Ehsaan Deo,72,2,3,37.5,2
203,Yasmin Chahal,45,3,98,71.5,1
204,Taran Kumer,75,3,100,87.5,1
205,Ayesha Yadav,88,18,33,60.5,2
206,Vaibhav Gade,81,18,48,64.5,1
207,Aarav Ganguly,77,49,20,63,1
208,Sahil Tripathi,50,12,75,62.5,1
209,Krish Sarkar,68,59,4,63.5,1
210,Taimur Thakkar,44,58,96,77,0
211,Nirvi Sankaran,36,78,26,57,2
212,Vidur Sarraf,16,32,31,31.5,3
213,Renee Agarwal,79,82,83,82.5,0
214,Rhea Chander,27,24,93,60,2
215,Samar Anand,81,20,31,56,2
216,Anya Sahota,85,98,54,91.5,0
217,Vidur Dugar,3,54,36,45,2
218,Rati Bains,17,62,0,39.5,2
219,Ira Gola,15,49,69,59,1
220,Chirag Barad,51,0,65,58,1
221,Ela Kaur,43,85,40,64,0
222,Bhavin Swamy,67,70,71,70.5,0
223,Alia Banik,100,7,29,64.5,2
224,Pari Balakrishnan,97,8,92,94.5,1
225,Amira Arora,15,50,66,58,1
226,Bhavin Bose,90,14,41,65.5,1
227,Pihu Lata,36,8,60,48,2
228,Raghav Soman,20,90,86,88,1
229,Eshani Lall,96,97,91,96.5,0
230,Rati Bassi,62,15,45,53.5,1
231,Emir Sibal,34,3,13,23.5,3
232,Trisha Sane,38,4,55,46.5,2
233,Lavanya Edwin,83,52,92,87.5,0
234,Kiaan Hayre,1,35,87,61,2
235,Mishti Mand,73,76,38,74.5,1
236,Advik Sanghvi,2,77,96,86.5,1
237,Nayantara Subramanian,22,49,48,48.5,1
238,Aarush Sahota,93,34,67,80,1
239,Rania Dar,64,65,9,64.5,1
240,Uthkarsh Mandal,98,97,3,97.5,1
241,Ela Tata,25,23,62,43.5,2
242,Arnav Sankaran,35,80,12,57.5,2
243,Vivaan Aggarwal,22,77,72,74.5,1
244,Chirag Saxena,93,54,66,79.5,0
245,Shanaya Korpal,56,5,60,58,1
246,Siya Grewal,81,16,57,69,1
247,Reyansh Chawla,69,22,61,65,1
248,Hrishita Deshmukh,56,89,10,72.5,1
249,Riya Bhatia,18,88,26,57,2
250,Armaan Agrawal,13,52,9,32.5,2
251,Eva Master,64,42,96,80,0
252,Rania Loyal,16,98,82,90,1
253,Gatik Vala,69,38,44,56.5,1
254,Mishti Zacharia,14,66,4,40,2
255,Emir Sachar,8,76,44,60,1
256,Inaaya  Bhavsar,45,92,97,94.5,0
257,Divyansh Kaul,94,42,7,68,1
258,Shanaya Seshadri,66,51,39,58.5,1
259,Aarav Sengupta,81,79,87,84,0
260,Dhanuk Behl,35,47,28,41,2
261,Ivan Grewal,10,18,58,38,2
262,Samiha Kapoor,45,59,10,52,1
263,Kabir Ghose,9,76,75,75.5,1
264,Renee Vasa,76,81,56,78.5,0
265,Hunar Bal,30,12,29,29.5,3
266,Tejas Kale,2,54,59,56.5,1
267,Aradhya Agarwal,82,77,21,79.5,1
268,Baiju Arya,53,22,35,44,2
269,Nishith Soni,28,57,41,49,1
270,Taimur Keer,59,38,95,77,1
271,Nitya Anne,95,16,97,96,1
272,Saanvi Wable,23,66,90,78,1
273,Abram Kurian,27,80,95,87.5,1
274,Rohan Sangha,87,9,24,55.5,2
275,Saksham Sarna,74,3,2,38.5,2
276,Jayant Keer,75,11,54,64.5,1
277,Tiya Chopra,31,39,68,53.5,2
278,Adah Kar,60,20,23,41.5,2
279,Misha Gupta,96,48,93,94.5,0
280,Divij Choudhry,67,63,68,67.5,0
281,Jayesh Goswami,16,94,67,80.5,1
282,Kartik Mandal,36,81,40,60.5,1
283,Lakshay Deshpande,60,87,67,77,0
284,Vidur Babu,66,4,62,64,1
285,Seher Badal,25,78,55,66.5,1
286,Piya Virk,28,41,14,34.5,2
287,Amira Batta,86,63,1,74.5,1
288,Vidur Mangal,59,51,17,55,1
289,Mehul Grover,49,51,12,50,1
290,Aarush Sridhar,9,54,48,51,1
291,Ishita Biswas,93,51,1,72,1
292,Ishaan Bhandari,29,59,1,44,2
293,Nehmat Bakshi,22,4,43,32.5,2
294,Pihu Hayre,55,85,15,70,1
295,Akarsh Ranganathan,63,14,7,38.5,2
296,Ayesha Chhabra,92,45,28,68.5,1
297,Purab Cheema,33,9,78,55.5,2
298,Vedika Tandon,51,37,35,44,2
299,Aaryahi Chokshi,15,10,86,50.5,2
300,Saira Raju,10,14,15,14.5,3
301,Alisha Kant,10,89,85,87,1
302,Inaaya  Chadha,95,97,79,96,0
303,Nehmat Kulkarni,74,53,15,63.5,1
304,Samarth Bora,3,31,99,65,2
305,Vritika Sem,84,90,96,93,0
306,Nitara Salvi,22,86,3,54,2
307,Anika Dar,30,98,74,86,1
308,Darshit Sama,23,6,12,17.5,3
309,Aarna Mani,37,72,95,83.5,1
310,Suhana Rajan,89,18,26,57.5,2
311,Vidur Subramaniam,9,10,36,23,3
312,Abram Manda,11,74,53,63.5,1
313,Ritvik Hari,11,70,26,48,2
314,Anahita Mand,55,42,54,54.5,0
315,Mehul Bala,94,9,63,78.5,1
316,Vihaan Savant,50,2,91,70.5,1
317,Tanya Sarna,97,81,30,89,1
318,Shamik Toor,22,10,49,35.5,2
319,Samarth Sarraf,20,17,23,21.5,3
320,Shray Contractor,66,90,81,85.5,0
321,Miraan Gill,42,71,23,56.5,1
322,Lakshay Handa,97,19,95,96,1
323,Dhanush Manda,45,69,65,67,0
324,Yashvi Das,24,23,41,32.5,2
325,Vaibhav Jaggi,81,15,17,49,2
326,Uthkarsh Bhardwaj,50,47,95,72.5,0
327,Tara Kaur,63,77,58,70,0
328,Manikya Master,11,66,70,68,1
329,Armaan Salvi,39,1,99,69,2
330,Chirag Hari,59,68,73,70.5,0
331,Yuvraj  Ravi,70,4,89,79.5,1
332,Akarsh Kalita,33,82,27,57.5,2
333,Krish Dutta,5,41,66,53.5,1
334,Myra Wable,43,3,98,70.5,1
335,Shalv Golla,31,60,98,79,1
336,Advika Shenoy,28,88,4,58,2
337,Sara Mangal,81,20,42,61.5,1
338,Himmat Thaman,40,78,1,59,1
339,Nakul Warrior,51,41,82,66.5,0
340,Kabir Sharaf,10,18,62,40,2
341,Badal Dhingra,5,14,25,19.5,3
342,Prerak Ahluwalia,95,55,80,87.5,0
343,Ishita Dayal,50,99,95,97,0
344,Kashvi Guha,8,47,47,47,1
345,Mannat Kaur,26,7,47,36.5,2
346,Anahita Kakar,32,62,37,49.5,2
347,Purab Deo,48,100,43,74,0
348,Miraya Dora,12,88,34,61,2
349,Ojas Bawa,71,12,86,78.5,1
350,Shalv Chakrabarti,54,80,23,67,1
351,Miraya Reddy,66,47,51,58.5,0
352,Chirag Kapur,72,41,71,71.5,0
353,Miraan Mandal,72,9,12,42,2
354,Prerak Garde,9,10,24,17,3
355,Tarini Bansal,93,9,5,51,2
356,Amani Dhingra,16,69,86,77.5,1
357,Riya Raja,2,45,31,38,2
358,Nishith Edwin,33,27,92,62.5,2
359,Pihu Andra,4,90,1,47,2
360,Myra Tailor,97,93,35,95,1
361,Sana Mahal,10,4,0,7,3
362,Vedika Sant,52,5,55,53.5,1
363,Azad Savant,94,92,46,93,0
364,Rhea Kant,32,84,45,64.5,1
365,Yuvraj  Ravel,62,98,58,80,0
366,Sara Kakar,39,41,16,40,2
367,Eva Issac,22,27,31,29,3
368,Lakshit Sachar,20,0,10,15,3
369,Shlok Mammen,3,37,13,25,3
370,Aniruddh Kurian,8,13,4,10.5,3
371,Kiara Baral,72,26,14,49,2
372,Kabir Ramanathan,66,95,47,80.5,0
373,Indrans Agarwal,88,96,45,92,0
374,Dhruv Kade,4,77,64,70.5,1
375,Kartik Aurora,43,47,96,71.5,0
376,Stuvan Chauhan,94,98,83,96,0
377,Keya Tiwari,6,80,97,88.5,1
378,Nishith Chaudry,71,91,83,87,0
379,Ehsaan Mangal,31,47,97,72,1
380,Kismat Ganesan,56,22,81,68.5,1
381,Ishaan Korpal,42,30,87,64.5,1
382,Siya Mangal,92,29,92,92,1
383,Abram Wagle,34,58,57,57.5,1
384,Prisha Saini,99,38,70,84.5,1
385,Krish Bhagat,100,31,84,92,1
386,Krish Gill,90,95,84,92.5,0
387,Zoya Butala,75,30,60,67.5,1
388,Yasmin Madan,43,71,9,57,1
389,Nayantara Bal,22,50,14,36,2
390,Zaina Bedi,12,13,96,54.5,2
391,Arhaan Tank,71,9,69,70,1
392,Heer Deshpande,58,18,62,60,1
393,Zoya Soni,46,94,9,70,1
394,Ishaan Balasubramanian,11,45,6,28,2
395,Prerak Maharaj,73,87,82,84.5,0
396,Khushi Madan,64,57,66,65,0
397,Ivana Basu,98,90,0,94,1
398,Darshit Warrior,100,5,77,88.5,1
399,Charvi Bose,21,100,70,85,1
400,Samaira Suri,12,31,17,24,3
401,Emir Hegde,69,29,80,74.5,1
402,Indranil Iyer,97,6,64,80.5,1
403,Aaryahi Kurian,50,42,74,62,0
404,Kiara Deo,18,45,59,52,1
405,Divij Dhawan,19,6,41,30,2
406,Shanaya Dutt,0,58,49,53.5,1
407,Rati Chakraborty,33,74,45,59.5,1
408,Pranay Thakur,37,10,89,63,2
409,Divyansh Wali,49,7,40,44.5,1
410,Ela Sen,67,13,53,60,1
411,Shanaya Bala,54,80,92,86,0
412,Akarsh Chadha,1,74,70,72,1
413,Saira Sandal,77,44,34,60.5,1
414,Trisha Chahal,54,40,49,51.5,0
415,Siya Subramaniam,48,21,31,39.5,2
416,Alia Subramanian,78,38,57,67.5,1
417,Mahika Thakkar,75,66,63,70.5,0
418,Ishita Contractor,17,72,58,65,1
419,Purab Baria,37,13,13,25,3
420,Miraan Dua,52,60,73,66.5,0
421,Fateh Dara,15,22,100,61,2
422,Saanvi Venkataraman,85,60,25,72.5,1
423,Mishti Ramanathan,34,53,33,43.5,2
424,Neysa Bandi,63,22,93,78,1
425,Farhan Shroff,66,47,61,63.5,0
426,Yuvraj  Garg,53,2,10,31.5,2
427,Yasmin Lad,72,60,17,66,1
428,Hunar Keer,50,93,100,96.5,0
429,Ojas Tiwari,97,24,3,60.5,2
430,Gokul Thaker,3,49,5,27,2
431,Aarav Kakar,58,84,46,71,0
432,Zain Ramakrishnan,62,23,53,57.5,1
433,Shlok Gill,29,63,85,74,1
434,Samar Buch,99,34,72,85.5,1
435,Heer Badami,28,83,66,74.5,1
436,Divit Baria,39,21,79,59,2
437,Lavanya Balay,94,50,80,87,0
438,Vidur Kant,41,27,85,63,1
439,Sahil Sahota,79,79,38,79,1
440,Shlok Bajaj,59,41,63,61,0
441,Pari De,40,41,55,48,0
442,Myra Ratta,7,64,12,38,2
443,Charvi Kulkarni,56,77,51,66.5,0
444,Ahana  Sehgal,98,73,28,85.5,1
445,Darshit Bobal,45,33,41,43,1
446,Advika Goyal,70,85,84,84.5,0
447,Tara Khurana,70,30,38,54,2
448,Manikya Datta,11,84,18,51,2
449,Ela Sem,58,48,10,53,1
450,Heer Chopra,46,65,15,55.5,1
451,Tarini Mammen,1,35,98,66.5,2
452,Vritika Vasa,53,27,82,67.5,1
453,Vanya Shan,59,70,25,64.5,1
454,Tushar Tandon,86,69,25,77.5,1
455,Kashvi Kurian,90,82,77,86,0
456,Romil Dey,1,11,52,31.5,2
457,Rania Tandon,29,72,34,53,2
458,Neelofar Singh,79,71,35,75,1
459,Oorja Lad,78,66,96,87,0
460,Diya Ray,86,64,88,87,0
461,Tiya Khare,21,32,85,58.5,2
462,Ela Kurian,96,100,16,98,1
463,Jiya Majumdar,43,17,66,54.5,1
464,Jivika Sachdeva,72,61,37,66.5,1
465,Divit Bhagat,65,36,30,50.5,2
466,Gokul Verma,58,60,52,59,0
467,Adira Brahmbhatt,61,8,25,43,2
468,Anay Sandal,46,85,53,69,0
469,Aayush Gokhale,46,25,13,35.5,2
470,Saira Ram,25,86,18,55.5,2
471,Jivika Halder,34,63,83,73,1
472,Purab Deo,77,5,28,52.5,2
473,Amani Devi,67,11,61,64,1
474,Tarini Goyal,11,9,93,52,2
475,Piya Ravi,85,9,27,56,2
476,Ritvik Comar,38,99,44,71.5,1
477,Rasha Dugar,52,100,76,88,0
478,Indrajit Sathe,12,42,95,68.5,1
479,Ishaan Dass,56,100,100,100,0
480,Kabir Ramaswamy,71,50,39,60.5,1
481,Madhup Kibe,2,24,79,51.5,2
482,Divyansh Koshy,66,37,76,71,1
483,Tushar Mangal,7,20,27,23.5,3
484,Arnav Dave,68,46,31,57,1
485,Nitara Arora,69,47,26,58,1
486,Nitara Garg,15,17,39,28,3
487,Onkar Bhavsar,52,50,31,51,1
488,Anya Edwin,42,79,100,89.5,0
489,Hansh Dayal,69,21,70,69.5,1
490,Amani Mand,65,78,44,71.5,0
491,Kavya Ramakrishnan,90,14,49,69.5,1
492,Jivin Anne,63,29,76,69.5,1
493,Sana Kala,9,73,31,52,2
494,Manjari Din,90,68,49,79,0
495,Hiran Mangat,19,82,1,50.5,2
496,Samar Tripathi,46,33,37,41.5,2
497,Madhav Majumdar,83,81,66,82,0
498,Aayush Chana,68,77,68,72.5,0
499,Mahika Tak,33,89,11,61,2
500,Zaina Andra,48,92,12,70,1
501,Advika Chaudhuri,40,75,80,77.5,0
502,Neysa Saha,9,87,71,79,1
503,Vanya Shroff,95,75,82,88.5,0
504,Samiha Jain,100,98,99,99.5,0
505,Adira Shan,20,84,10,52,2
506,Nishith Sodhi,43,27,23,35,2
507,Alisha Hayre,49,93,73,83,0
508,Sara Jayaraman,66,79,71,75,0
509,Khushi Shukla,96,15,12,55.5,2
510,Faiyaz Lal,56,94,57,75.5,0
511,Aniruddh Garde,79,89,70,84,0
512,Adah Bhat,60,33,50,55,1
513,Anvi Chokshi,84,71,49,77.5,0
514,Ehsaan Goswami,23,8,74,48.5,2
515,Farhan Bhatia,32,60,58,59,1
516,Divit Kadakia,69,19,54,61.5,1
517,Anvi Gole,75,33,41,58,1
518,Kartik Deol,89,5,97,93,1
519,Nakul Babu,2,57,0,29.5,2
520,Vanya Kuruvilla,77,21,16,49,2
521,Kabir Bhatia,94,29,64,79,1
522,Arnav Rama,47,81,0,64,1
523,Anya Manda,30,1,66,48,2
524,Parinaaz Doctor,90,96,70,93,0
525,Rohan Chaudhari,77,80,58,78.5,0
526,Rhea Sarna,64,16,33,48.5,2
527,Yasmin Sibal,87,77,58,82,0
528,Inaaya  Sachdeva,37,96,4,66.5,2
529,Mohanlal Wagle,59,0,88,73.5,1
530,Himmat Choudhry,39,7,41,40,2
531,Nehmat Dyal,47,39,20,43,2
532,Farhan Chaudhuri,80,81,44,80.5,0
533,Anay Chaudry,79,4,6,42.5,2
534,Charvi Shukla,62,99,57,80.5,0
535,Vritika Bala,18,61,45,53,1
536,Pranay Mallick,62,99,88,93.5,0
537,Anay Thaker,82,14,96,89,1
538,Ivana Zachariah,72,62,70,71,0
539,Charvi Iyengar,45,26,29,37,2
540,Kiaan Jaggi,4,67,94,80.5,1
541,Siya Kulkarni,99,10,66,82.5,1
542,Jiya Sastry,10,30,77,53.5,2
543,Inaaya  Grover,13,93,11,53,2
544,Dhanuk Magar,10,84,52,68,1
545,Tara Bhardwaj,93,3,82,87.5,1
546,Jiya Bal,23,44,80,62,1
547,Hunar Kaul,63,11,39,51,2
548,Dharmajan Ratta,24,42,37,39.5,2
549,Shray Solanki,62,30,69,65.5,1
550,Lakshay Wagle,72,44,77,74.5,0
551,Damini Sarkar,67,32,31,49.5,2
552,Kabir Garg,41,92,95,93.5,0
553,Badal Upadhyay,56,78,16,67,1
554,Emir Keer,53,47,42,50,0
555,Priyansh Raj,52,46,82,67,0
556,Siya Aurora,48,38,19,43,2
557,Vritika Kapur,94,41,83,88.5,0
558,Chirag Sarraf,73,66,21,69.5,1
559,Veer Kulkarni,80,59,57,69.5,0
560,Akarsh Ganesan,30,2,60,45,2
561,Zaina Edwin,55,41,14,48,1
562,Shanaya Krishnan,93,56,10,74.5,1
563,Kimaya Loke,99,1,44,71.5,1
564,Bhamini Manda,41,16,28,34.5,2
565,Indranil Ramachandran,34,76,60,68,1
566,Fateh Keer,18,61,71,66,1
567,Elakshi Devan,96,45,73,84.5,0
568,Aayush Jani,96,85,84,90.5,0
569,Trisha Tak,46,34,54,50,1
570,Nirvi Ganguly,92,54,4,73,1
571,Sumer Desai,53,63,90,76.5,0
572,Nakul Tella,68,58,24,63,1
573,Saira Chadha,9,83,36,59.5,2
574,Nitara Rao,50,44,7,47,1
575,Ivan Tara,0,8,88,48,2
576,Aarush Bobal,64,74,24,69,1
577,Parinaaz Hayer,93,56,39,74.5,1
578,Rania Chaudhry,71,7,43,57,1
579,Bhamini Biswas,50,1,48,49,1
580,Ritvik Kota,67,45,13,56,1
581,Mannat Mammen,4,37,13,25,3
582,Pari Vasa,3,99,1,51,2
583,Kanav Manne,61,42,4,51.5,1
584,Raunak Sachdev,88,35,24,61.5,2
585,Jhanvi Seshadri,51,15,16,33.5,2
586,Myra Balan,42,95,61,78,0
587,Samarth Bora,96,73,35,84.5,1
588,Kavya Varghese,74,40,81,77.5,0
589,Hiran Dutt,16,89,5,52.5,2
590,Kaira Lala,53,84,68,76,0
591,Armaan Sastry,15,30,42,36,2
592,Vardaniya Kannan,40,3,62,51,1
593,Devansh Seshadri,59,31,82,70.5,1
594,Mannat Grewal,99,23,93,96,1
595,Purab Suresh,98,0,38,68,2
596,Mannat Sanghvi,51,69,22,60,1
597,Shaan Arora,75,27,65,70,1
598,Tejas Konda,24,3,3,13.5,3
599,Tiya Sengupta,96,33,47,71.5,1
600,Tejas Shah,62,29,63,62.5,1
601,Myra Suri,68,59,78,73,0
602,Adira Bawa,74,74,55,74,0
603,Nirvi Sawhney,91,44,37,67.5,1
604,Anaya Dubey,8,86,47,66.5,1
605,Siya Kata,48,55,22,51.5,1
606,Yakshit Sani,50,50,13,50,1
607,Rati Bir,59,15,50,54.5,1
608,Farhan Taneja,96,76,16,86,1
609,Umang Dugar,35,99,96,97.5,1
610,Piya Tailor,62,28,17,45,2
611,Samaira Madan,53,28,97,75,1
612,Tejas Bajwa,70,100,31,85,1
613,Vivaan Sengupta,80,42,100,90,0
614,Eshani Sachdeva,31,50,82,66,1
615,Jayan Tiwari,37,17,54,45.5,2
616,Abram Sarraf,4,89,44,66.5,1
617,Tara Garg,78,86,56,82,0
618,Khushi Rama,91,81,44,86,0
619,Dhanuk Kar,99,9,82,90.5,1
620,Aaina Sandhu,69,76,58,72.5,0
621,Eva Bhargava,9,13,23,18,3
622,Dishani Kuruvilla,70,19,57,63.5,1
623,Prerak Buch,59,88,70,79,0
624,Rati Mani,90,87,84,88.5,0
625,Elakshi Konda,26,83,60,71.5,1
626,Nishith Chakraborty,65,17,49,57,1
627,Urvi Gulati,84,64,74,79,0
628,Arnav Bal,35,34,72,53.5,2
629,Krish Chokshi,94,67,99,96.5,0
630,Tanya Sibal,74,8,37,55.5,2
631,Yuvaan Kara,35,66,53,59.5,1
632,Gokul Dayal,84,26,70,77,1
