Roll_no,Name,MST1,MST2,MST3,Best of 2,No. of Failed Attempts
280,Divij Choudhry,59,56,13,57.5,1
281,Jayesh Goswami,12,25,12,18.5,3
282,Kartik Mandal,23,69,88,78.5,1
283,Lakshay Deshpande,24,14,64,44,2
284,Vidur Babu,15,54,58,56,1
285,Seher Badal,82,45,5,63.5,1
286,Piya Virk,32,76,92,84,1
287,Amira Batta,5,54,41,47.5,1
288,Vidur Mangal,66,71,31,68.5,1
289,Mehul Grover,26,0,64,45,2
290,Aarush Sridhar,36,81,63,72,1
291,Ishita Biswas,47,38,94,70.5,1
292,Ishaan Bhandari,48,88,3,68,1
293,Nehmat Bakshi,41,98,16,69.5,1
294,Pihu Hayre,7,25,37,31,3
295,Akarsh Ranganathan,42,9,72,57,1
296,Ayesha Chhabra,46,46,49,47.5,0
297,Purab Cheema,77,53,13,65,1
298,Vedika Tandon,44,9,97,70.5,1
299,Aaryahi Chokshi,26,50,49,49.5,1
300,Saira Raju,80,37,53,66.5,1
301,Alisha Kant,65,81,84,82.5,0
302,Inaaya  Chadha,82,9,51,66.5,1
303,Nehmat Kulkarni,35,97,59,78,1
304,Samarth Bora,8,45,33,39,2
305,Vritika Sem,22,97,55,76,1
306,Nitara Salvi,14,82,25,53.5,2
307,Anika Dar,70,5,44,57,1
308,Darshit Sama,40,5,39,39.5,2
309,Aarna Mani,84,42,33,63,1
310,Suhana Rajan,73,66,100,86.5,0
311,Vidur Subramaniam,82,74,68,78,0
312,Abram Manda,13,60,9,36.5,2
313,Ritvik Hari,100,60,7,80,1
314,Anahita Mand,2,90,98,94,1
315,Mehul Bala,76,65,77,76.5,0
316,Vihaan Savant,65,71,70,70.5,0
317,Tanya Sarna,68,24,95,81.5,1
318,Shamik Toor,66,51,32,58.5,1
319,Samarth Sarraf,91,65,73,82,0
320,Shray Contractor,76,81,28,78.5,1
321,Miraan Gill,65,55,46,60,0
322,Lakshay Handa,66,47,51,58.5,0
323,Dhanush Manda,54,48,60,57,0
324,Yashvi Das,38,41,19,39.5,2
325,Vaibhav Jaggi,37,100,93,96.5,1
326,Uthkarsh Bhardwaj,62,7,2,34.5,2
327,Tara Kaur,62,67,70,68.5,0
328,Manikya Master,75,27,33,54,2
329,Armaan Salvi,34,75,2,54.5,2
330,Chirag Hari,30,72,37,54.5,2
331,Yuvraj  Ravi,83,94,48,88.5,0
332,Akarsh Kalita,17,87,75,81,1
333,Krish Dutta,17,30,5,23.5,3
334,Myra Wable,88,17,100,94,1
335,Shalv Golla,54,29,6,41.5,2
336,Advika Shenoy,79,45,21,62,1
337,Sara Mangal,54,37,97,75.5,1
338,Himmat Thaman,45,100,89,94.5,0
339,Nakul Warrior,44,8,42,43,1
340,Kabir Sharaf,27,33,30,31.5,3
341,Badal Dhingra,90,95,26,92.5,1
342,Prerak Ahluwalia,26,68,41,54.5,1
343,Ishita Dayal,92,83,84,88,0
344,Kashvi Guha,71,96,79,87.5,0
345,Mannat Kaur,9,92,56,74,1
346,Anahita Kakar,26,24,38,32,3
347,Purab Deo,91,26,20,58.5,2
348,Miraya Dora,49,94,44,71.5,0
349,Ojas Bawa,79,24,23,51.5,2
350,Shalv Chakrabarti,95,75,52,85,0
351,Miraya Reddy,99,74,95,97,0
352,Chirag Kapur,20,14,41,30.5,2
353,Miraan Mandal,47,51,27,49,1
354,Prerak Garde,3,74,91,82.5,1
355,Tarini Bansal,42,93,88,90.5,0
356,Amani Dhingra,55,13,90,72.5,1
357,Riya Raja,61,11,90,75.5,1
358,Nishith Edwin,21,32,2,26.5,3
359,Pihu Andra,71,67,11,69,1
360,Myra Tailor,73,96,67,84.5,0
361,Sana Mahal,91,18,25,58,2
362,Vedika Sant,9,48,6,28.5,2
363,Azad Savant,99,98,92,98.5,0
364,Rhea Kant,0,15,55,35,2
365,Yuvraj  Ravel,76,78,96,87,0
366,Sara Kakar,59,48,21,53.5,1
367,Eva Issac,8,0,99,53.5,2
368,Lakshit Sachar,35,52,41,46.5,1
369,Shlok Mammen,50,92,30,71,1
370,Aniruddh Kurian,34,16,54,44,2
371,Kiara Baral,39,78,70,74,1
372,Kabir Ramanathan,40,63,28,51.5,1
373,Indrans Agarwal,1,11,82,46.5,2
374,Dhruv Kade,82,48,92,87,0
375,Kartik Aurora,58,7,81,69.5,1
376,Stuvan Chauhan,22,85,67,76,1
377,Keya Tiwari,95,34,10,64.5,2
378,Nishith Chaudry,19,66,0,42.5,2
379,Ehsaan Mangal,47,1,90,68.5,1
380,Kismat Ganesan,93,75,20,84,1
381,Ishaan Korpal,81,63,53,72,0
382,Siya Mangal,16,16,61,38.5,2
383,Abram Wagle,96,39,85,90.5,1
384,Prisha Saini,15,77,78,77.5,1
385,Krish Bhagat,97,84,53,90.5,0
386,Krish Gill,14,24,61,42.5,2
387,Zoya Butala,10,72,27,49.5,2
388,Yasmin Madan,55,98,42,76.5,0
389,Nayantara Bal,53,76,13,64.5,1
390,Zaina Bedi,89,57,12,73,1
391,Arhaan Tank,15,31,27,29,3
392,Heer Deshpande,81,85,19,83,1
393,Zoya Soni,71,87,45,79,0
394,Ishaan Balasubramanian,48,53,82,67.5,0
395,Prerak Maharaj,88,72,69,80,0
396,Khushi Madan,88,49,85,86.5,0
397,Ivana Basu,77,33,47,62,1
398,Darshit Warrior,38,100,42,71,1
399,Charvi Bose,59,68,32,63.5,1
400,Samaira Suri,42,76,82,79,0
401,Emir Hegde,36,75,57,66,1
402,Indranil Iyer,87,38,31,62.5,2
403,Aaryahi Kurian,53,87,79,83,0
404,Kiara Deo,54,76,50,65,0
405,Divij Dhawan,35,70,57,63.5,1
406,Shanaya Dutt,34,2,55,44.5,2
407,Rati Chakraborty,63,50,97,80,0
408,Pranay Thakur,54,8,57,55.5,1
409,Divyansh Wali,53,14,34,43.5,2
410,Ela Sen,22,84,32,58,2
411,Shanaya Bala,92,30,43,67.5,1
412,Akarsh Chadha,89,70,12,79.5,1
413,Saira Sandal,65,95,77,86,0
414,Trisha Chahal,40,74,95,84.5,0
415,Siya Subramaniam,26,97,9,61.5,2
416,Alia Subramanian,52,82,22,67,1
417,Mahika Thakkar,75,34,14,54.5,2
418,Ishita Contractor,22,2,51,36.5,2
419,Purab Baria,32,71,11,51.5,2
420,Miraan Dua,72,1,45,58.5,1
421,Fateh Dara,49,92,85,88.5,0
422,Saanvi Venkataraman,77,91,78,84.5,0
423,Mishti Ramanathan,5,54,11,32.5,2
424,Neysa Bandi,4,11,34,22.5,3
425,Farhan Shroff,70,96,27,83,1
426,Yuvraj  Garg,79,38,40,59.5,1
427,Yasmin Lad,50,31,91,70.5,1
428,Hunar Keer,83,97,19,90,1
429,Ojas Tiwari,20,33,87,60,2
430,Gokul Thaker,90,51,55,72.5,0
431,Aarav Kakar,61,9,62,61.5,1
432,Zain Ramakrishnan,79,25,58,68.5,1
433,Shlok Gill,29,24,89,59,2
434,Samar Buch,31,61,50,55.5,1
435,Heer Badami,8,25,22,23.5,3
436,Divit Baria,68,75,5,71.5,1
437,Lavanya Balay,63,76,44,69.5,0
438,Vidur Kant,96,27,66,81,1
439,Sahil Sahota,76,100,85,92.5,0
440,Shlok Bajaj,15,99,91,95,1
441,Pari De,28,11,79,53.5,2
442,Myra Ratta,16,39,95,67,2
443,Charvi Kulkarni,93,75,7,84,1
444,Ahana  Sehgal,10,8,29,19.5,3
445,Darshit Bobal,38,83,48,65.5,1
446,Advika Goyal,91,54,37,72.5,1
447,Tara Khurana,83,76,21,79.5,1
448,Manikya Datta,68,25,73,70.5,1
449,Ela Sem,3,51,77,64,1
450,Heer Chopra,3,49,4,26.5,2
451,Tarini Mammen,36,67,100,83.5,1
452,Vritika Vasa,27,13,35,31,3
453,Vanya Shan,17,81,57,69,1
454,Tushar Tandon,51,17,68,59.5,1
455,Kashvi Kurian,23,14,55,39,2
456,Romil Dey,24,57,81,69,1
457,Rania Tandon,12,71,93,82,1
458,Neelofar Singh,77,22,21,49.5,2
459,Oorja Lad,8,34,0,21,3
460,Diya Ray,72,13,95,83.5,1
461,Tiya Khare,88,55,3,71.5,1
462,Ela Kurian,37,75,8,56,2
463,Jiya Majumdar,29,98,98,98,1
464,Jivika Sachdeva,68,40,64,66,0
465,Divit Bhagat,23,61,84,72.5,1
466,Gokul Verma,2,96,21,58.5,2
467,Adira Brahmbhatt,73,13,74,73.5,1
468,Anay Sandal,22,28,35,31.5,3
469,Aayush Gokhale,83,12,73,78,1
470,Saira Ram,75,77,6,76,1
471,Jivika Halder,89,34,47,68,1
472,Purab Deo,90,71,73,81.5,0
473,Amani Devi,10,13,42,27.5,2
474,Tarini Goyal,13,46,13,29.5,2
475,Piya Ravi,89,0,2,45.5,2
476,Ritvik Comar,31,62,22,46.5,2
477,Rasha Dugar,52,41,24,46.5,1
478,Indrajit Sathe,73,42,75,74,0
479,Ishaan Dass,40,63,35,51.5,1
480,Kabir Ramaswamy,53,35,96,74.5,1
481,Madhup Kibe,86,41,87,86.5,0
482,Divyansh Koshy,9,21,48,34.5,2
483,Tushar Mangal,13,99,63,81,1
484,Arnav Dave,10,22,38,30,3
485,Nitara Arora,77,96,45,86.5,0
486,Nitara Garg,78,84,23,81,1
487,Onkar Bhavsar,60,75,73,74,0
488,Anya Edwin,81,59,15,70,1
489,Hansh Dayal,21,74,98,86,1
490,Amani Mand,3,93,78,85.5,1
491,Kavya Ramakrishnan,3,41,51,46,1
492,Jivin Anne,71,97,24,84,1
493,Sana Kala,16,23,20,21.5,3
494,Manjari Din,100,41,91,95.5,0
495,Hiran Mangat,28,48,98,73,1
496,Samar Tripathi,37,83,97,90,1
497,Madhav Majumdar,21,34,81,57.5,2
498,Aayush Chana,67,7,80,73.5,1
499,Mahika Tak,76,11,91,83.5,1
500,Zaina Andra,73,45,13,59,1
501,Advika Chaudhuri,63,9,84,73.5,1
502,Neysa Saha,3,10,22,16,3
503,Vanya Shroff,74,58,19,66,1
504,Samiha Jain,9,78,43,60.5,1
505,Adira Shan,31,4,16,23.5,3
506,Nishith Sodhi,17,88,66,77,1
507,Alisha Hayre,36,1,29,32.5,3
508,Sara Jayaraman,79,75,59,77,0
509,Khushi Shukla,19,89,71,80,1
510,Faiyaz Lal,77,17,33,55,2
511,Aniruddh Garde,56,90,84,87,0
512,Adah Bhat,60,43,33,51.5,1
513,Anvi Chokshi,62,95,83,89,0
514,Ehsaan Goswami,25,9,71,48,2
515,Farhan Bhatia,27,89,88,88.5,1
516,Divit Kadakia,20,54,79,66.5,1
517,Anvi Gole,38,90,8,64,2
518,Kartik Deol,55,32,43,49,1
519,Nakul Babu,75,89,47,82,0
520,Vanya Kuruvilla,71,85,27,78,1
521,Kabir Bhatia,88,16,0,52,2
522,Arnav Rama,47,57,52,54.5,0
523,Anya Manda,73,23,19,48,2
524,Parinaaz Doctor,79,39,32,59,2
525,Rohan Chaudhari,78,7,31,54.5,2
526,Rhea Sarna,17,48,10,32.5,2
527,Yasmin Sibal,70,61,41,65.5,0
528,Inaaya  Sachdeva,87,66,11,76.5,1
529,Mohanlal Wagle,3,56,50,53,1
530,Himmat Choudhry,53,47,67,60,0
531,Nehmat Dyal,90,22,44,67,1
532,Farhan Chaudhuri,91,24,98,94.5,1
533,Anay Chaudry,96,43,95,95.5,0
534,Charvi Shukla,73,64,28,68.5,1
535,Vritika Bala,32,92,98,95,1
536,Pranay Mallick,15,16,57,36.5,2
537,Anay Thaker,77,21,2,49,2
538,Ivana Zachariah,32,87,5,59.5,2
539,Charvi Iyengar,56,58,65,61.5,0
540,Kiaan Jaggi,81,51,100,90.5,0
541,Siya Kulkarni,37,15,55,46,2
542,Jiya Sastry,47,5,36,41.5,2
543,Inaaya  Grover,25,91,8,58,2
544,Dhanuk Magar,98,52,86,92,0
545,Tara Bhardwaj,20,85,80,82.5,1
546,Jiya Bal,61,4,40,50.5,1
547,Hunar Kaul,76,25,53,64.5,1
548,Dharmajan Ratta,36,70,53,61.5,1
549,Shray Solanki,27,92,97,94.5,1
550,Lakshay Wagle,5,100,9,54.5,2
551,Damini Sarkar,44,73,7,58.5,1
552,Kabir Garg,19,22,53,37.5,2
553,Badal Upadhyay,56,28,3,42,2
554,Emir Keer,25,6,80,52.5,2
555,Priyansh Raj,71,44,90,80.5,0
556,Siya Aurora,30,57,42,49.5,1
557,Vritika Kapur,27,66,100,83,1
558,Chirag Sarraf,95,34,48,71.5,1
559,Veer Kulkarni,85,87,98,92.5,0
560,Akarsh Ganesan,81,27,71,76,1
561,Zaina Edwin,85,52,80,82.5,0
562,Shanaya Krishnan,5,62,93,77.5,1
563,Kimaya Loke,53,55,87,71,0
564,Bhamini Manda,14,8,38,26,3
565,Indranil Ramachandran,84,69,19,76.5,1
566,Fateh Keer,8,11,69,40,2
567,Elakshi Devan,33,31,97,65,2
568,Aayush Jani,26,1,26,26,3
569,Trisha Tak,91,44,59,75,0
570,Nirvi Ganguly,42,62,36,52,1
571,Sumer Desai,87,41,32,64,1
572,Nakul Tella,12,54,44,49,1
573,Saira Chadha,36,86,14,61,2
574,Nitara Rao,49,70,14,59.5,1
575,Ivan Tara,1,21,8,14.5,3
576,Aarush Bobal,72,64,99,85.5,0
577,Parinaaz Hayer,10,94,52,73,1
578,Rania Chaudhry,92,45,4,68.5,1
579,Bhamini Biswas,67,95,72,83.5,0
580,Ritvik Kota,91,62,25,76.5,1
581,Mannat Mammen,40,60,35,50,1
582,Pari Vasa,45,85,59,72,0
583,Kanav Manne,40,84,60,72,0
584,Raunak Sachdev,61,75,80,77.5,0
585,Jhanvi Seshadri,63,87,46,75,0
586,Myra Balan,81,48,40,64.5,0
587,Samarth Bora,23,11,44,33.5,2
588,Kavya Varghese,79,40,68,73.5,0
589,Hiran Dutt,4,12,63,37.5,2
590,Kaira Lala,24,5,67,45.5,2
591,Armaan Sastry,84,100,7,92,1
592,Vardaniya Kannan,50,86,72,79,0
593,Devansh Seshadri,54,12,34,44,2
594,Mannat Grewal,27,17,74,50.5,2
595,Purab Suresh,70,78,64,74,0
596,Mannat Sanghvi,43,21,52,47.5,1
597,Shaan Arora,83,82,87,85,0
598,Tejas Konda,69,76,16,72.5,1
599,Tiya Sengupta,20,88,46,67,1
600,Tejas Shah,60,30,30,45,2
601,Myra Suri,58,50,53,55.5,0
602,Adira Bawa,34,51,31,42.5,2
603,Nirvi Sawhney,17,49,99,74,1
604,Anaya Dubey,65,65,16,65,1
605,Siya Kata,68,37,77,72.5,1
606,Yakshit Sani,77,50,45,63.5,0
607,Rati Bir,62,35,65,63.5,1
608,Farhan Taneja,95,29,80,87.5,1
609,Umang Dugar,8,44,57,50.5,1
610,Piya Tailor,78,63,27,70.5,1
611,Samaira Madan,91,90,26,90.5,1
612,Tejas Bajwa,47,13,96,71.5,1
613,Vivaan Sengupta,54,39,93,73.5,1
614,Eshani Sachdeva,56,60,99,79.5,0
615,Jayan Tiwari,68,95,27,81.5,1
616,Abram Sarraf,25,11,49,37,2
617,Tara Garg,80,63,70,75,0
618,Khushi Rama,52,73,85,79,0
619,Dhanuk Kar,70,89,97,93,0
620,Aaina Sandhu,58,81,46,69.5,0
621,Eva Bhargava,91,85,27,88,1
622,Dishani Kuruvilla,95,20,91,93,1
623,Prerak Buch,29,14,90,59.5,2
624,Rati Mani,34,79,57,68,1
625,Elakshi Konda,74,6,72,73,1
626,Nishith Chakraborty,38,19,38,38,3
627,Urvi Gulati,24,62,56,59,1
628,Arnav Bal,67,47,68,67.5,0
629,Krish Chokshi,40,22,10,31,2
